I_min,R_min,A_min,I_max,R_max,A_max,class,exp
5.0,412.0,21.0,57.0,4236.0,158.0,dirt,5
6.0,500.0,22.0,48.0,3583.0,159.0,dirt,5
2.0,204.0,18.0,48.0,3556.0,157.0,dirt,5
4.0,348.0,18.0,56.0,4168.0,157.0,dirt,5
2.0,198.0,17.0,45.0,3342.0,142.0,dirt,5
4.0,345.0,16.0,44.0,3276.0,146.0,dirt,5
7.0,566.0,17.0,54.0,4009.0,158.0,dirt,5
5.0,437.0,22.0,48.0,3571.0,149.0,dirt,5
3.0,264.0,17.0,52.0,3859.0,144.0,dirt,5
4.0,322.0,18.0,57.0,4212.0,149.0,dirt,5
2.0,187.0,17.0,56.0,4164.0,152.0,dirt,5
4.0,343.0,20.0,47.0,3495.0,158.0,dirt,5
4.0,341.0,17.0,44.0,3246.0,155.0,dirt,5
3.0,279.0,18.0,52.0,3865.0,141.0,dirt,5
3.0,271.0,19.0,45.0,3339.0,152.0,dirt,5
3.0,266.0,16.0,62.0,4572.0,147.0,dirt,5
1.0,134.0,20.0,57.0,4204.0,149.0,dirt,5
3.0,246.0,20.0,60.0,4466.0,145.0,dirt,5
4.0,350.0,14.0,56.0,4163.0,146.0,dirt,5
1.0,128.0,15.0,51.0,3785.0,159.0,dirt,5
4.0,331.0,21.0,53.0,3960.0,142.0,dirt,5
8.0,633.0,17.0,52.0,3837.0,144.0,dirt,5
3.0,266.0,19.0,56.0,4161.0,167.0,dirt,5
3.0,273.0,18.0,49.0,3646.0,146.0,dirt,5
3.0,268.0,20.0,46.0,3427.0,146.0,dirt,5
2.0,206.0,18.0,55.0,4056.0,143.0,dirt,5
6.0,478.0,21.0,50.0,3707.0,154.0,dirt,5
8.0,625.0,18.0,51.0,3803.0,144.0,dirt,5
3.0,278.0,17.0,56.0,4138.0,153.0,dirt,5
4.0,339.0,16.0,48.0,3575.0,154.0,dirt,5
3.0,284.0,17.0,50.0,3731.0,150.0,dirt,5
3.0,276.0,17.0,52.0,3919.0,147.0,dirt,5
3.0,279.0,21.0,50.0,3712.0,165.0,dirt,5
4.0,328.0,16.0,54.0,4010.0,135.0,dirt,5
3.0,268.0,20.0,59.0,4385.0,146.0,dirt,5
3.0,266.0,16.0,47.0,3494.0,142.0,dirt,5
1.0,128.0,21.0,52.0,3882.0,166.0,dirt,5
2.0,195.0,19.0,59.0,4373.0,156.0,dirt,5
6.0,503.0,21.0,48.0,3575.0,150.0,dirt,5
2.0,201.0,22.0,50.0,3728.0,161.0,dirt,5
4.0,347.0,24.0,54.0,4023.0,162.0,dirt,5
4.0,347.0,18.0,52.0,3860.0,158.0,dirt,5
7.0,549.0,19.0,53.0,3945.0,143.0,dirt,5
5.0,395.0,15.0,46.0,3397.0,158.0,dirt,5
4.0,341.0,17.0,52.0,3867.0,144.0,dirt,5
4.0,357.0,13.0,52.0,3855.0,147.0,dirt,5
3.0,272.0,13.0,59.0,4386.0,161.0,dirt,5
1.0,122.0,22.0,56.0,4161.0,156.0,dirt,5
3.0,271.0,15.0,47.0,3493.0,160.0,dirt,5
4.0,340.0,15.0,47.0,3488.0,153.0,dirt,5
1.0,134.0,18.0,48.0,3584.0,165.0,dirt,5
3.0,277.0,16.0,52.0,3890.0,146.0,dirt,5
2.0,195.0,20.0,50.0,3728.0,148.0,dirt,5
2.0,206.0,18.0,51.0,3800.0,309.0,dirt,5
6.0,490.0,18.0,48.0,3589.0,139.0,dirt,5
2.0,186.0,20.0,54.0,4006.0,147.0,dirt,5
2.0,196.0,24.0,54.0,3977.0,148.0,dirt,5
5.0,402.0,15.0,56.0,4139.0,151.0,dirt,5
2.0,186.0,24.0,55.0,4090.0,143.0,dirt,5
1.0,124.0,24.0,51.0,3799.0,161.0,dirt,5
4.0,330.0,16.0,54.0,4002.0,160.0,dirt,5
3.0,277.0,23.0,52.0,3854.0,143.0,dirt,5
3.0,257.0,20.0,61.0,4540.0,151.0,dirt,5
4.0,333.0,25.0,49.0,3631.0,168.0,dirt,5
2.0,200.0,17.0,56.0,4159.0,152.0,dirt,5
3.0,278.0,17.0,53.0,3927.0,341.0,dirt,5
1.0,125.0,15.0,52.0,3892.0,146.0,dirt,5
3.0,259.0,16.0,42.0,3145.0,147.0,dirt,5
3.0,254.0,16.0,46.0,3396.0,169.0,dirt,5
2.0,186.0,17.0,52.0,3864.0,157.0,dirt,5
2.0,196.0,19.0,53.0,3929.0,147.0,dirt,5
5.0,394.0,15.0,47.0,3508.0,152.0,dirt,5
2.0,197.0,20.0,63.0,4708.0,156.0,dirt,5
3.0,267.0,19.0,49.0,3617.0,143.0,dirt,5
3.0,269.0,20.0,53.0,3935.0,168.0,dirt,5
5.0,402.0,21.0,55.0,4078.0,152.0,dirt,5
2.0,198.0,18.0,51.0,3783.0,149.0,dirt,5
2.0,195.0,19.0,50.0,3705.0,157.0,dirt,5
5.0,405.0,18.0,58.0,4300.0,149.0,dirt,5
4.0,339.0,17.0,52.0,3862.0,144.0,dirt,5
3.0,256.0,21.0,53.0,3944.0,179.0,dirt,5
4.0,357.0,20.0,46.0,3395.0,159.0,dirt,5
2.0,183.0,22.0,51.0,3786.0,165.0,dirt,5
3.0,284.0,22.0,45.0,3347.0,159.0,dirt,5
2.0,197.0,24.0,52.0,3856.0,150.0,dirt,5
3.0,270.0,20.0,46.0,3471.0,165.0,dirt,5
2.0,206.0,17.0,60.0,4434.0,155.0,dirt,5
2.0,200.0,20.0,47.0,3502.0,163.0,dirt,5
1.0,128.0,19.0,60.0,4469.0,162.0,dirt,5
4.0,336.0,18.0,57.0,4264.0,163.0,dirt,5
5.0,405.0,18.0,55.0,4060.0,163.0,dirt,5
5.0,437.0,21.0,57.0,4231.0,161.0,dirt,5
3.0,261.0,17.0,46.0,3410.0,154.0,dirt,5
5.0,426.0,20.0,56.0,4171.0,152.0,dirt,5
4.0,337.0,12.0,46.0,3439.0,165.0,dirt,5
3.0,272.0,23.0,52.0,3843.0,156.0,dirt,5
3.0,270.0,16.0,58.0,4292.0,159.0,dirt,5
2.0,194.0,19.0,56.0,4134.0,159.0,dirt,5
6.0,483.0,19.0,66.0,4871.0,151.0,dirt,5
4.0,345.0,20.0,58.0,4298.0,150.0,dirt,5
6.0,486.0,19.0,48.0,3566.0,169.0,dirt,5
4.0,346.0,15.0,51.0,3800.0,166.0,dirt,5
4.0,332.0,14.0,47.0,3513.0,147.0,dirt,5
4.0,352.0,18.0,57.0,4231.0,150.0,dirt,5
2.0,190.0,19.0,52.0,3838.0,153.0,dirt,5
2.0,204.0,19.0,57.0,4223.0,149.0,dirt,5
4.0,332.0,14.0,42.0,3116.0,161.0,dirt,5
4.0,341.0,15.0,58.0,4276.0,151.0,dirt,5
5.0,407.0,17.0,50.0,3695.0,151.0,dirt,5
3.0,262.0,21.0,60.0,4441.0,154.0,dirt,5
6.0,488.0,18.0,50.0,3711.0,165.0,dirt,5
3.0,255.0,19.0,52.0,3855.0,154.0,dirt,5
4.0,335.0,18.0,56.0,4160.0,144.0,dirt,5
5.0,406.0,17.0,51.0,3771.0,156.0,dirt,5
5.0,425.0,13.0,52.0,3878.0,152.0,dirt,5
2.0,195.0,23.0,49.0,3620.0,152.0,dirt,5
3.0,265.0,19.0,54.0,4009.0,158.0,dirt,5
2.0,194.0,18.0,60.0,4423.0,160.0,dirt,5
5.0,422.0,16.0,62.0,4574.0,151.0,dirt,5
11.0,854.0,12.0,53.0,3935.0,158.0,dirt,5
4.0,343.0,23.0,53.0,3917.0,157.0,dirt,5
2.0,204.0,22.0,51.0,3771.0,161.0,dirt,5
3.0,273.0,23.0,47.0,3490.0,147.0,dirt,5
6.0,477.0,18.0,52.0,3873.0,154.0,dirt,5
6.0,483.0,19.0,54.0,4013.0,343.0,dirt,5
3.0,288.0,20.0,56.0,4126.0,154.0,dirt,5
3.0,277.0,17.0,53.0,3948.0,152.0,dirt,5
5.0,402.0,21.0,56.0,4170.0,149.0,dirt,5
2.0,190.0,20.0,45.0,3345.0,166.0,dirt,5
4.0,337.0,19.0,51.0,3790.0,149.0,dirt,5
7.0,569.0,18.0,55.0,4073.0,140.0,dirt,5
2.0,191.0,14.0,55.0,4103.0,156.0,dirt,5
3.0,287.0,20.0,49.0,3647.0,154.0,dirt,5
3.0,282.0,13.0,49.0,3628.0,153.0,dirt,5
4.0,327.0,17.0,51.0,3814.0,148.0,dirt,5
3.0,266.0,15.0,53.0,3930.0,153.0,dirt,5
3.0,264.0,18.0,50.0,3695.0,157.0,dirt,5
4.0,332.0,17.0,58.0,4267.0,170.0,dirt,5
2.0,197.0,23.0,56.0,4153.0,151.0,dirt,5
4.0,347.0,17.0,54.0,4035.0,144.0,dirt,5
5.0,408.0,18.0,46.0,3412.0,159.0,dirt,5
5.0,424.0,14.0,50.0,3733.0,156.0,dirt,5
3.0,268.0,21.0,51.0,3781.0,149.0,dirt,5
3.0,279.0,18.0,53.0,3925.0,163.0,dirt,5
1.0,133.0,20.0,64.0,4745.0,172.0,dirt,5
3.0,263.0,19.0,47.0,3505.0,160.0,dirt,5
3.0,271.0,20.0,50.0,3722.0,168.0,dirt,5
5.0,415.0,20.0,46.0,3430.0,163.0,dirt,5
4.0,340.0,20.0,55.0,4066.0,177.0,dirt,5
5.0,411.0,17.0,54.0,4003.0,156.0,dirt,5
2.0,190.0,14.0,50.0,3706.0,161.0,dirt,5
4.0,340.0,22.0,57.0,4256.0,143.0,dirt,5
2.0,192.0,15.0,50.0,3705.0,158.0,dirt,5
3.0,271.0,13.0,61.0,4548.0,163.0,dirt,5
5.0,403.0,22.0,51.0,3770.0,177.0,dirt,5
3.0,273.0,17.0,48.0,3575.0,156.0,dirt,5
7.0,556.0,17.0,52.0,3830.0,159.0,dirt,5
8.0,636.0,24.0,50.0,3685.0,158.0,dirt,5
3.0,276.0,16.0,53.0,3932.0,163.0,dirt,5
4.0,343.0,20.0,51.0,3810.0,154.0,dirt,5
3.0,256.0,21.0,56.0,4125.0,158.0,dirt,5
2.0,194.0,19.0,56.0,4150.0,154.0,dirt,5
4.0,343.0,18.0,49.0,3644.0,139.0,dirt,5
7.0,561.0,19.0,49.0,3627.0,164.0,dirt,5
2.0,187.0,18.0,59.0,4374.0,159.0,dirt,5
3.0,253.0,17.0,54.0,4029.0,156.0,dirt,5
3.0,267.0,16.0,60.0,4450.0,169.0,dirt,5
4.0,348.0,19.0,50.0,3733.0,150.0,dirt,5
3.0,267.0,17.0,50.0,3711.0,145.0,dirt,5
2.0,196.0,22.0,47.0,3523.0,360.0,dirt,5
4.0,341.0,20.0,48.0,3590.0,156.0,dirt,5
2.0,201.0,22.0,53.0,3929.0,140.0,dirt,5
3.0,266.0,21.0,60.0,4453.0,166.0,dirt,5
4.0,336.0,16.0,48.0,3555.0,161.0,dirt,5
5.0,420.0,17.0,52.0,3867.0,169.0,dirt,5
1.0,120.0,13.0,46.0,3454.0,156.0,dirt,5
2.0,196.0,18.0,49.0,3639.0,159.0,dirt,5
2.0,203.0,19.0,56.0,4153.0,163.0,dirt,5
2.0,206.0,16.0,53.0,3930.0,166.0,dirt,5
2.0,190.0,14.0,54.0,4013.0,165.0,dirt,5
2.0,199.0,16.0,60.0,4441.0,166.0,dirt,5
2.0,204.0,22.0,48.0,3567.0,169.0,dirt,5
2.0,203.0,15.0,54.0,4003.0,151.0,dirt,5
7.0,561.0,12.0,52.0,3858.0,161.0,dirt,5
4.0,327.0,17.0,51.0,3797.0,147.0,dirt,5
2.0,195.0,19.0,55.0,4053.0,159.0,dirt,5
3.0,268.0,20.0,49.0,3660.0,148.0,dirt,5
3.0,278.0,14.0,49.0,3660.0,157.0,dirt,5
6.0,481.0,20.0,55.0,4079.0,165.0,dirt,5
4.0,339.0,19.0,50.0,3709.0,159.0,dirt,5
2.0,198.0,16.0,47.0,3482.0,144.0,dirt,5
4.0,326.0,17.0,52.0,3877.0,171.0,dirt,5
6.0,495.0,18.0,50.0,3720.0,145.0,dirt,5
3.0,270.0,20.0,48.0,3570.0,156.0,dirt,5
4.0,346.0,17.0,53.0,3930.0,142.0,dirt,5
3.0,270.0,19.0,62.0,4606.0,150.0,dirt,5
5.0,409.0,19.0,51.0,3815.0,152.0,dirt,5
7.0,572.0,16.0,55.0,4067.0,150.0,dirt,5
3.0,267.0,19.0,56.0,4163.0,150.0,dirt,5
5.0,416.0,19.0,58.0,4290.0,159.0,dirt,5
3.0,278.0,16.0,47.0,3540.0,156.0,dirt,5
9.0,710.0,17.0,56.0,4147.0,151.0,dirt,5
2.0,190.0,13.0,48.0,3553.0,167.0,dirt,5
4.0,344.0,24.0,54.0,3997.0,159.0,dirt,5
5.0,417.0,19.0,57.0,4246.0,158.0,dirt,5
2.0,199.0,21.0,51.0,3780.0,152.0,dirt,5
2.0,202.0,18.0,54.0,4023.0,152.0,dirt,5
9.0,707.0,21.0,50.0,3693.0,148.0,dirt,5
3.0,250.0,17.0,58.0,4289.0,164.0,dirt,5
5.0,417.0,17.0,51.0,3797.0,152.0,dirt,5
9.0,713.0,16.0,52.0,3867.0,171.0,dirt,5
2.0,190.0,17.0,53.0,3932.0,152.0,dirt,5
3.0,277.0,16.0,52.0,3867.0,162.0,dirt,5
3.0,271.0,20.0,52.0,3878.0,155.0,dirt,5
1.0,133.0,18.0,48.0,3566.0,154.0,dirt,5
4.0,333.0,20.0,52.0,3867.0,143.0,dirt,5
3.0,256.0,14.0,56.0,4157.0,149.0,dirt,5
6.0,480.0,22.0,51.0,3799.0,145.0,dirt,5
3.0,263.0,19.0,48.0,3575.0,153.0,dirt,5
4.0,350.0,20.0,53.0,3923.0,155.0,dirt,5
3.0,281.0,21.0,48.0,3554.0,151.0,dirt,5
5.0,411.0,17.0,56.0,4167.0,155.0,dirt,5
3.0,268.0,21.0,53.0,3916.0,148.0,dirt,5
1.0,125.0,17.0,49.0,3648.0,152.0,dirt,5
4.0,355.0,20.0,63.0,4645.0,152.0,dirt,5
5.0,429.0,15.0,51.0,3789.0,158.0,dirt,5
2.0,206.0,18.0,53.0,3935.0,161.0,dirt,5
3.0,279.0,19.0,55.0,4089.0,152.0,dirt,5
7.0,552.0,16.0,51.0,3771.0,145.0,dirt,5
2.0,203.0,17.0,52.0,3840.0,155.0,dirt,5
4.0,330.0,17.0,51.0,3777.0,155.0,dirt,5
3.0,274.0,23.0,56.0,4139.0,155.0,dirt,5
5.0,417.0,21.0,57.0,4187.0,176.0,dirt,5
1.0,124.0,17.0,54.0,4009.0,154.0,dirt,5
2.0,191.0,23.0,56.0,4151.0,153.0,dirt,5
7.0,554.0,22.0,53.0,3937.0,162.0,dirt,5
5.0,412.0,17.0,49.0,3637.0,154.0,dirt,5
5.0,445.0,20.0,54.0,4005.0,156.0,dirt,5
6.0,485.0,22.0,52.0,3890.0,158.0,dirt,5
2.0,189.0,18.0,50.0,3711.0,152.0,dirt,5
4.0,339.0,15.0,47.0,3525.0,153.0,dirt,5
7.0,541.0,17.0,55.0,4060.0,171.0,dirt,5
7.0,564.0,20.0,49.0,3676.0,147.0,dirt,5
4.0,345.0,14.0,54.0,4004.0,142.0,dirt,5
5.0,408.0,19.0,55.0,4073.0,154.0,dirt,5
2.0,191.0,19.0,51.0,3809.0,153.0,dirt,5
4.0,354.0,20.0,53.0,3964.0,161.0,dirt,5
2.0,197.0,22.0,56.0,4152.0,156.0,dirt,5
2.0,184.0,16.0,49.0,3627.0,166.0,dirt,5
2.0,192.0,17.0,55.0,4102.0,159.0,dirt,5
4.0,346.0,18.0,58.0,4296.0,171.0,dirt,5
3.0,267.0,18.0,60.0,4447.0,138.0,dirt,5
4.0,355.0,18.0,54.0,4035.0,141.0,dirt,5
2.0,203.0,20.0,52.0,3832.0,153.0,dirt,5
7.0,557.0,15.0,49.0,3664.0,152.0,dirt,5
4.0,356.0,20.0,59.0,4366.0,168.0,dirt,5
3.0,268.0,16.0,53.0,3941.0,152.0,dirt,5
3.0,271.0,23.0,48.0,3561.0,172.0,dirt,5
5.0,425.0,22.0,49.0,3623.0,159.0,dirt,5
11.0,865.0,17.0,51.0,3770.0,140.0,dirt,5
3.0,261.0,19.0,59.0,4368.0,161.0,dirt,5
3.0,265.0,15.0,55.0,4087.0,152.0,dirt,5
2.0,207.0,17.0,54.0,4006.0,162.0,dirt,5
3.0,282.0,21.0,53.0,3932.0,162.0,dirt,5
4.0,351.0,14.0,51.0,3780.0,150.0,dirt,5
3.0,280.0,20.0,53.0,3932.0,150.0,dirt,5
4.0,351.0,17.0,48.0,3560.0,155.0,dirt,5
7.0,544.0,18.0,55.0,4087.0,146.0,dirt,5
3.0,277.0,16.0,54.0,3994.0,156.0,dirt,5
3.0,259.0,18.0,53.0,3938.0,168.0,dirt,5
6.0,484.0,14.0,58.0,4321.0,155.0,dirt,5
2.0,193.0,15.0,48.0,3590.0,152.0,dirt,5
3.0,261.0,20.0,47.0,3493.0,157.0,dirt,5
4.0,346.0,21.0,53.0,3933.0,155.0,dirt,5
3.0,268.0,23.0,59.0,4388.0,152.0,dirt,5
3.0,257.0,18.0,54.0,3988.0,154.0,dirt,5
3.0,281.0,19.0,51.0,3785.0,156.0,dirt,5
2.0,187.0,25.0,51.0,3794.0,146.0,dirt,5
2.0,201.0,20.0,59.0,4369.0,157.0,dirt,5
1.0,132.0,18.0,50.0,3711.0,146.0,dirt,5
2.0,199.0,17.0,51.0,3803.0,157.0,dirt,5
5.0,411.0,21.0,52.0,3870.0,168.0,dirt,5
2.0,200.0,19.0,58.0,4316.0,143.0,dirt,5
3.0,249.0,17.0,50.0,3726.0,161.0,dirt,5
5.0,416.0,19.0,66.0,4912.0,142.0,dirt,5
3.0,267.0,17.0,52.0,3839.0,155.0,dirt,5
3.0,268.0,22.0,52.0,3852.0,149.0,dirt,5
6.0,486.0,15.0,54.0,3998.0,353.0,dirt,5
3.0,265.0,18.0,53.0,3941.0,156.0,dirt,5
2.0,188.0,18.0,53.0,3912.0,150.0,dirt,5
3.0,274.0,11.0,52.0,3866.0,158.0,dirt,5
2.0,200.0,19.0,60.0,4447.0,154.0,dirt,5
3.0,271.0,19.0,64.0,4730.0,161.0,dirt,5
1.0,123.0,22.0,48.0,3571.0,153.0,dirt,5
1.0,129.0,20.0,62.0,4582.0,164.0,dirt,5
4.0,345.0,20.0,46.0,3418.0,151.0,dirt,5
4.0,325.0,19.0,53.0,3907.0,170.0,dirt,5
4.0,353.0,13.0,59.0,4392.0,171.0,dirt,5
2.0,202.0,20.0,46.0,3424.0,141.0,dirt,5
6.0,481.0,17.0,57.0,4254.0,165.0,dirt,5
1.0,119.0,17.0,53.0,3945.0,154.0,dirt,5
3.0,271.0,17.0,51.0,3789.0,170.0,dirt,5
3.0,269.0,13.0,52.0,3868.0,139.0,dirt,5
1.0,119.0,14.0,51.0,3783.0,148.0,dirt,5
2.0,193.0,19.0,50.0,3717.0,158.0,dirt,5
3.0,248.0,19.0,57.0,4203.0,154.0,dirt,5
3.0,285.0,10.0,66.0,4929.0,158.0,dirt,5
4.0,330.0,14.0,52.0,3842.0,310.0,dirt,5
3.0,253.0,19.0,55.0,4080.0,165.0,dirt,5
4.0,342.0,20.0,50.0,3740.0,157.0,dirt,5
3.0,266.0,23.0,58.0,4311.0,157.0,dirt,5
4.0,328.0,11.0,59.0,4393.0,150.0,dirt,5
2.0,192.0,22.0,52.0,3845.0,150.0,dirt,5
1.0,125.0,20.0,56.0,4150.0,154.0,dirt,5
4.0,336.0,18.0,50.0,3703.0,154.0,dirt,5
2.0,187.0,19.0,49.0,3645.0,158.0,dirt,5
2.0,198.0,18.0,51.0,3765.0,154.0,dirt,5
3.0,260.0,19.0,54.0,3999.0,149.0,dirt,5
2.0,191.0,17.0,56.0,4155.0,151.0,dirt,5
3.0,294.0,17.0,56.0,4167.0,158.0,dirt,5
1.0,129.0,21.0,55.0,4069.0,163.0,dirt,5
2.0,188.0,15.0,56.0,4157.0,158.0,dirt,5
2.0,198.0,16.0,54.0,3997.0,177.0,dirt,5
3.0,277.0,15.0,52.0,3859.0,152.0,dirt,5
5.0,404.0,20.0,52.0,3841.0,156.0,dirt,5
8.0,629.0,17.0,57.0,4238.0,324.0,dirt,5
6.0,519.0,15.0,56.0,4148.0,163.0,dirt,5
3.0,279.0,12.0,51.0,3773.0,169.0,dirt,5
2.0,199.0,23.0,56.0,4151.0,174.0,dirt,5
3.0,277.0,18.0,52.0,3861.0,155.0,dirt,5
6.0,477.0,20.0,52.0,3888.0,159.0,dirt,5
3.0,267.0,16.0,50.0,3733.0,156.0,dirt,5
5.0,408.0,16.0,49.0,3659.0,145.0,dirt,5
8.0,626.0,12.0,50.0,3729.0,141.0,dirt,5
2.0,191.0,22.0,54.0,4012.0,164.0,dirt,5
2.0,191.0,17.0,54.0,4025.0,152.0,dirt,5
4.0,349.0,21.0,50.0,3710.0,166.0,dirt,5
3.0,269.0,21.0,56.0,4148.0,149.0,dirt,5
4.0,348.0,16.0,53.0,3927.0,148.0,dirt,5
5.0,414.0,19.0,59.0,4382.0,149.0,dirt,5
3.0,264.0,18.0,53.0,3950.0,164.0,dirt,5
5.0,422.0,19.0,56.0,4155.0,145.0,dirt,5
2.0,194.0,16.0,55.0,4064.0,162.0,dirt,5
7.0,561.0,17.0,60.0,4438.0,157.0,dirt,5
2.0,200.0,20.0,56.0,4161.0,164.0,dirt,5
4.0,354.0,19.0,52.0,3846.0,157.0,dirt,5
4.0,334.0,14.0,50.0,3720.0,153.0,dirt,5
3.0,262.0,19.0,51.0,3784.0,153.0,dirt,5
3.0,283.0,22.0,46.0,3426.0,146.0,dirt,5
2.0,204.0,18.0,53.0,3951.0,167.0,dirt,5
2.0,200.0,17.0,62.0,4612.0,157.0,dirt,5
3.0,288.0,16.0,54.0,4002.0,163.0,dirt,5
5.0,411.0,15.0,54.0,4011.0,171.0,dirt,5
6.0,481.0,17.0,57.0,4240.0,163.0,dirt,5
3.0,281.0,18.0,50.0,3685.0,156.0,dirt,5
4.0,355.0,21.0,60.0,4415.0,160.0,dirt,5
4.0,350.0,19.0,54.0,4010.0,156.0,dirt,5
2.0,188.0,20.0,55.0,4096.0,178.0,dirt,5
2.0,200.0,20.0,51.0,3793.0,186.0,dirt,5
5.0,408.0,13.0,49.0,3620.0,144.0,dirt,5
2.0,190.0,20.0,56.0,4157.0,162.0,dirt,5
2.0,188.0,19.0,60.0,4457.0,149.0,dirt,5
1.0,129.0,18.0,59.0,4405.0,163.0,dirt,5
4.0,342.0,19.0,57.0,4196.0,158.0,dirt,5
2.0,204.0,18.0,49.0,3666.0,158.0,dirt,5
3.0,276.0,19.0,61.0,4509.0,149.0,dirt,5
3.0,271.0,22.0,51.0,3806.0,153.0,dirt,5
4.0,350.0,17.0,54.0,4025.0,136.0,dirt,5
4.0,355.0,13.0,56.0,4176.0,156.0,dirt,5
5.0,414.0,19.0,55.0,4091.0,167.0,dirt,5
3.0,269.0,14.0,51.0,3782.0,154.0,dirt,5
3.0,259.0,18.0,52.0,3860.0,157.0,dirt,5
5.0,411.0,19.0,53.0,3946.0,156.0,dirt,5
3.0,267.0,19.0,61.0,4530.0,172.0,dirt,5
4.0,329.0,19.0,53.0,3945.0,165.0,dirt,5
4.0,340.0,20.0,47.0,3464.0,152.0,dirt,5
3.0,255.0,19.0,52.0,3882.0,172.0,dirt,5
5.0,415.0,21.0,48.0,3557.0,169.0,dirt,5
3.0,267.0,18.0,52.0,3886.0,165.0,dirt,5
7.0,545.0,16.0,58.0,4315.0,177.0,dirt,5
3.0,287.0,17.0,57.0,4226.0,164.0,dirt,5
3.0,255.0,19.0,59.0,4377.0,170.0,dirt,5
3.0,279.0,20.0,57.0,4215.0,158.0,dirt,5
2.0,188.0,21.0,52.0,3852.0,151.0,dirt,5
2.0,190.0,20.0,56.0,4152.0,164.0,dirt,5
5.0,413.0,19.0,55.0,4089.0,156.0,dirt,5
6.0,479.0,17.0,56.0,4159.0,154.0,dirt,5
5.0,421.0,16.0,54.0,3995.0,169.0,dirt,5
3.0,267.0,15.0,56.0,4168.0,181.0,dirt,5
2.0,199.0,14.0,52.0,3857.0,168.0,dirt,5
3.0,277.0,21.0,55.0,4092.0,161.0,dirt,5
6.0,503.0,15.0,55.0,4087.0,156.0,dirt,5
2.0,206.0,18.0,59.0,4380.0,162.0,dirt,5
7.0,559.0,21.0,53.0,3925.0,157.0,dirt,5
3.0,268.0,17.0,58.0,4297.0,161.0,dirt,5
2.0,193.0,23.0,53.0,3913.0,153.0,dirt,5
4.0,333.0,17.0,57.0,4244.0,156.0,dirt,5
2.0,203.0,19.0,53.0,3950.0,176.0,dirt,5
1.0,124.0,19.0,46.0,3435.0,166.0,dirt,5
2.0,200.0,18.0,55.0,4079.0,145.0,dirt,5
6.0,481.0,20.0,52.0,3868.0,157.0,dirt,5
4.0,344.0,17.0,59.0,4367.0,160.0,dirt,5
9.0,705.0,21.0,53.0,3925.0,155.0,dirt,5
3.0,289.0,21.0,47.0,3504.0,153.0,dirt,5
2.0,196.0,17.0,52.0,3862.0,159.0,dirt,5
1.0,129.0,18.0,56.0,4161.0,159.0,dirt,5
2.0,190.0,20.0,54.0,4011.0,160.0,dirt,5
5.0,407.0,17.0,50.0,3706.0,178.0,dirt,5
3.0,264.0,19.0,54.0,3986.0,147.0,dirt,5
5.0,410.0,17.0,56.0,4159.0,160.0,dirt,5
2.0,191.0,24.0,62.0,4597.0,157.0,dirt,5
1.0,127.0,22.0,50.0,3735.0,169.0,dirt,5
3.0,281.0,17.0,49.0,3648.0,160.0,dirt,5
1.0,139.0,20.0,51.0,3779.0,163.0,dirt,5
7.0,562.0,21.0,62.0,4616.0,158.0,dirt,5
4.0,337.0,20.0,55.0,4080.0,158.0,dirt,5
3.0,261.0,15.0,57.0,4217.0,152.0,dirt,5
3.0,273.0,16.0,54.0,4001.0,150.0,dirt,5
3.0,265.0,21.0,60.0,4433.0,143.0,dirt,5
4.0,342.0,18.0,54.0,4015.0,156.0,dirt,5
4.0,354.0,20.0,53.0,3915.0,155.0,dirt,5
2.0,192.0,20.0,59.0,4378.0,153.0,dirt,5
4.0,339.0,17.0,53.0,3918.0,340.0,dirt,5
5.0,404.0,17.0,52.0,3858.0,150.0,dirt,5
2.0,200.0,16.0,52.0,3838.0,161.0,dirt,5
1.0,129.0,16.0,53.0,3939.0,165.0,dirt,5
3.0,273.0,23.0,61.0,4526.0,154.0,dirt,5
3.0,277.0,21.0,47.0,3506.0,166.0,dirt,5
3.0,255.0,21.0,58.0,4287.0,158.0,dirt,5
3.0,262.0,15.0,51.0,3813.0,161.0,dirt,5
3.0,256.0,17.0,63.0,4687.0,159.0,dirt,5
5.0,388.0,17.0,56.0,4165.0,155.0,dirt,5
8.0,641.0,19.0,59.0,4391.0,159.0,dirt,5
2.0,197.0,18.0,50.0,3709.0,167.0,dirt,5
3.0,269.0,20.0,49.0,3648.0,152.0,dirt,5
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
,,,,,,foam,2
